image,score,type
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685690_10_3_74+CRESTLINE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,0.7172413793103448,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685694_10_3_50+GARDENSIDE+DR+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,0.6666666666666666,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685808_10_3_36+OAKWOOD+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,0.6771844660194175,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685830_10_3_3945+20TH+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,1.018181818181818,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685936_10_3_40+GAVEN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,1.3169811320754716,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685942_10_3_1+LOWELL+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,0.1529051987767584,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561685985_10_3_1630+SANCHEZ+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,1.2585034013605443,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561686042_10_4_1864+LARKIN+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,0.3669724770642202,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561686184_10_4_2395+35TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued_cropped_background_0.jpg,1.0724637681159421,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561686730_10_3_1925+CHESTNUT+ST++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.5275590551181102,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561686877_10_3_3590+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,1.2894736842105263,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687067_10_3_278+27TH+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.865625,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687140_10_3_4645+BALBOA+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.6954314720812182,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687140_10_3_4715+BALBOA+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,1.1023622047244095,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687195_10_3_3801+IRVING+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.7652733118971061,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687200_10_3_1400+39TH+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.3468208092485549,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687206_10_3_4211+MORAGA+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.5673076923076923,soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687230_10_3_1000+ASHBURY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,0.7574123989218329,non_soft
/home/ubuntu/logohunter/data/cropped_one/view_vulnerable_1561687244_10_3_2605+MARKET+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19_cropped_background_0.jpg,1.1120689655172413,non_soft
